id,source,subject,text,label,split
nazario_phishing-2025_50,nazario,"Reminder: Email Expiry Notice:, jose (Action Required)","* * *

**From: Suuport monkey.org To: jose****monkey.org **
Dear jose@monkey.org Your E-mail License has expired today.(Inbound and Outbound Messages has been blocked).

To resolve this issue, Action required below: | [ Re-Activate My E-mail](https://versuta.nl/ae.html)
---
Do not disregard.

Thank youmonkey.org Support -- 2025.",phishing,train
nigerian_2392,nigerian,VERY IMPORTANT,"WELLKANG INTERNATIONAL,
Import/Export Limited.

Wellkang Ltd
Suite B
29 Harley Street
LONDON W1G 9QR
England
United Kingdom

Dear Sir/Madam,

My Name is John Allen, the Director of Wellkang International.
We are a group of business men who deal on consumer goods commodities as well as label production and certification of industrial products from highly using world-class manufacturing (WCM) methods such as single minute exchange of die (SMED) from Art and Craft processes with production of Rubber and PVC profiles, seals and body trimmings for automobiles and export into the Canada/America and Europe.

I am currently running my business from my Newton Abbot,UK Office where I am located for now. We are searching for representatives who can help us establish a medium of getting to our customers in the Canada/America,Europe and Asia as well as making payments through you to us. We are searching for credible representatives who can help us establish a medium of getting to our customers in the Canada,USA and a large part of Europe and Asia as well as recieving payments from our esteemed clients/customers as a result of expansion of our services and streamlining of our official task/routines before us.

Please if you are interested in transacting business with us, we will be very glad and open to accept you into our business team with 10% benefit to you from any payment recieved from our esteemed customers to you on behalf of our Company.

But all we just need is trust,and I hope we can rely on you. Please if you are interested do get back to me on my private email: (wellkanginternational@yahoo.com).
Please note that your areas of specialization or occupation is of no relevant to resolve to assisting us. Please do endevour to fill the form below to enable us creat a file for you and prepare every necessary documentation that will be needed in this transaction.

(1) Your Full Names,
(2) Your Contact Address,
(3) your Working Experience,
(4) The Name Of Your Company(if any),
(5) Your Contact Phone Number(your direct line).

Thanks in anticipation of your co-operation.

John Allen.
Director,
WELLKANG INTERNATIONAL,
IMPORT/EXPORT.

___________________________________________________________________________",phishing,train
spamassassin_easy_ham_00403.bda6864694236a9ec97714233b831c31,spamassassin,RE: Re: When are we going to get. [making ALSA rpms],"> made. Other than that, I bet you could do non-root. The following can
be scripted
> easily.
>
...
> 2. unpack them somewhere.
> 3. for each of them, go to the top directory of the unpacked tarball,
and do
> ../configure, then look in (I'm going by memory) TOPDIR/utils/* you
should see a spec
> file there. Do this for the 3 tarballs and you get 3 spec files.
>

The above steps can all be performed ""automatically"",
if the .spec files are updated to include the necessary
macros in the %prep (%setup -q) and %build stages.
This would make the building of the .rpm files less
error prone and more self-contained, and it would be
somewhat self-documenting.

---

_______________________________________________
RPM-List mailing list
http://lists.freshrpms.net/mailman/listinfo/rpm-list",legitimate,train
enron_dasovich-j_inbox_270.,enron,Direct Access Petition,"Susan,

I am pleased that the PUC demonstrated some level of propriety and common sense by not acting in a retroactive manner on direct access. Accordingly, we are placing our work in abeyance pending further instruction.

If any party is interested in litigating further the direct access decision from September 20, it will be necessary to petition for rehearing at the PUC. An aggrieved party will only be able to go to court if the PUC denies the petition for rehearing or upholds its original decision following rehearing. The grounds for judicial review now appear to be limited to (1) denial of procedural due process and (2) PUC conduct contrary to law. This latter argument is based on a statutory duty to hold hearings when deciding whether to change a policy originally decided following hearings. Unlike the problems caused by a retroactive decision, there is probably no basis for a stay pending final decision.

The attached petition is the most recent generation and has fairly accurate tables of authorities and content. It does not have the two most recent developments (the statement by the Department of Finance indicating that bonds may not be necessary and the argument that there was a statutory duty to conduct hearings). If this petition is revived, those arguments can be quickly inserted.

I have also retained all comments so those will be available if the petition is revived.

Best regards,
Ed Duncan",legitimate,train
enron_symes-k_sent_298.,enron,"Re: Hinson Power Company, Inc.","Apparently, these are deals we entered in an attempt to cancel an existing
contract with Hinson - so they are not actual purchases of power, which I
believe is where the confusion over the confirm letters began. Christian is
working on the legal aspect of how best to confirm these ""deals,"" but as is
so often the case with these guys (and especially around the holidays), they
slipped out of the office before giving me an answer. So we'll get this done
tomorrow morning. I'm sorry for the delay!

Thanks,
Kate

Kimberly Hundl@ENRON
12/20/2000 07:30 AM
To: Kate Symes/PDX/ECT@ECT
cc:

Subject: Hinson Power Company, Inc.

Hi Kate,
Deals #478168, 478944, 478945, 478946 are to be confirmed by either Greg
Wolfe or Christian Yoder. We need to get the final copy of these confirm
letters so we can scan them into the system for our files. Also, if the
finalized confirm has been sent to the counterparty we need to change the
status in the system. These deals are still showing up on our ""New"" report
every morning and I need to do something with them.
Thanks for your help!
Kim",legitimate,train
enron_dasovich-j_sent_1016.,enron,Re: Gov. Davis' Dec 1 Plan,"I'll take a wild guess about what will be in the plan.

1. Marshall Law
2. Nationalize the grid.
3. International energy crimes trial.

Mona L Petrochko
11/15/2000 07:42 PM

To: Susan J Mara/NA/Enron@Enron
cc: Richard Shapiro/NA/Enron@Enron, James D Steffes/NA/Enron@Enron, Sandra
McCubbin/NA/Enron@Enron, Jeff Dasovich/NA/Enron@Enron, Paul
Kaufman/PDX/ECT@ECT, Mary Hain/HOU/ECT@ECT, Joe Hartsoe/Corp/Enron@ENRON,
rcarroll@bracepatt.com
Subject: Re: Gov. Davis' Dec 1 Plan

No rumors from the AB 1890 group either. Seems like the plan is being
developed by a select few and very close to the vest.

Susan J Mara
11/15/2000 06:01 PM
To: Richard Shapiro/NA/Enron@Enron, James D Steffes/NA/Enron@Enron, Mona L
Petrochko/NA/Enron@Enron, Sandra McCubbin/NA/Enron@Enron, Jeff
Dasovich/NA/Enron@Enron, Paul Kaufman/PDX/ECT@ECT, Mary Hain/HOU/ECT@ECT, Joe
Hartsoe/Corp/Enron@ENRON, rcarroll@bracepatt.com
cc:

Subject: Gov. Davis' Dec 1 Plan

The Governor obviously picked Dec 1 so they could review everyone's filings
from the 22nd. I've asked our lobbying firm -- governmental Advocates -- to
see what they can find out about the plan. I haven't even heard any rumors.",legitimate,train
enron_mccarty-d_sent_items_179.,enron,FW: Request Submitted: Access Request for shelley.corman@enron.com,"See if you can figure out how to get into this??

Dan

-----Original Message-----
From: ARSystem @ENRON
Sent: Tuesday, December 04, 2001 5:19 PM
To: McCarty, Danny
Subject: Request Submitted: Access Request for shelley.corman@enron.com

You have received this email because the requester specified you as their Manager. Please click http://itcapps.corp.enron.com/srrs/auth/emailLink.asp?ID=000000000078084&Page=Approval to review and act upon this request.

Request ID : 000000000078084
Request Create Date : 12/4/01 5:19:10 PM
Requested For : shelley.corman@enron.com
Resource Name : VPN/iPASS
Resource Type : Applications",legitimate,train
enron_taylor-m_sent_1289.,enron,Guest access Chile,"----- Forwarded by Mark Taylor/HOU/ECT on 08/25/2000 09:05 AM -----

Diana Seifert
08/25/2000 05:16 AM

To: Mark Taylor/HOU/ECT@ECT
cc: Lara Fields/LON/ECT@ECT
Subject: Guest access Chile

Hello Mark,

Justin Boyd told me that your can help me with questions regarding Chile.
We got a request for guest access through MG.
The company is called Escondida and is a subsidiary of BHP Australia.

Please advise if I can set up a guest account or not.
F.Y.I.: MG is planning to put a ""in w/h Chile"" contract for Copper on-line as
soon as Enron has done the due diligence for this country.
Thanks !

Best regards

Diana Seifert
EOL PCG",legitimate,train
nigerian_3846,nigerian,Urgent.,"Compliments to you,

I decided to contact you for a business transaction
hoping that you will contact me at your earliest
convenient for a possible business deal involving
money transfer of GBP £30 ,000,000(Thirty Million
British Pounds)

I am presently the Auditor General of a Bank, located
at the Heart of London.With your sincere assistant and
co-operation,I have determined to work this deal out
if we can do business.As at this moment,I am
constrained to issue more details about this business
until your response is received.

If you are not familiar with the above
information,please take a moment of your very busy
schedules to read about it and send your response.This
deal is worth taking and highly profitable.

Your utmost response is highly awaited through my
private email address:...................

Thank you for your time and attention.
Warmest regards,
........................
Mr.Linus John.

---------------------------------
DELETE button is history. Unlimited mail storage is just a click away.",phishing,train
enron_heard-m_sent_items_654.,enron,RE: Annex I,"Right now Goldman and J Aron is unassigned, but the Goldman lawyer will be speaking to Carol re their comments to the form master netting agreement, so probably Carol will be assigned to Goldman.

-----Original Message-----
From: Gray, Barbara N.
Sent: Monday, November 05, 2001 3:47 PM
To: Heard, Marie
Subject: RE: Annex I

Is anyone working on Goldman and J Aron?

-----Original Message-----
From: Heard, Marie
Sent: Monday, November 05, 2001 3:28 PM
To: Gray, Barbara N.
Subject: RE: Annex I

Barbara:

I have Williams (called Leslie and gave them to her). Jay Williams in Credit is working on J.P. Morgan and Bill Bradford is working on Duke. Leslie said she has already pulled Goldman and J. Aron.

It looks like we should have them soon.

Marie

-----Original Message-----
From: Gray, Barbara N.
Sent: Monday, November 05, 2001 3:24 PM
To: Heard, Marie
Subject: Annex I

Marie, do you think we will have all the names of the legal entities comprising the ""houses of Williams, Goldman, Jp Morgan and Duke by tomorrow...I need to know if you think it cannot be done,,,,,,,,thanks bng",legitimate,train
enron_presto-k_sent_items_630.,enron,RE: New York,"That's fine.

-----Original Message-----
From: Guerrero, Janel
Sent: Tuesday, July 31, 2001 9:36 AM
To: Presto, Kevin M.; May, Tom; Davis, Mark Dana
Subject: RE: New York

Kevin,

Rick Shapiro asked me to return to Govt. Affairs in February to help manage the fallout from the CA energy crisis. We've got teams targeted at CA, the western states, New York and Washington, DC.

There's a lot going on in NY right now, and the new Executive Director of IPPNY really needs to get up to speed with marketing/trading issues directly related to NY. I think Tom - if he has time - could really be helpful to us in this situation. He knows how the market trades in NY, the impacts of price caps/penalties, the behavior of the utilities, etc.

I only need one day of his time. Let me know what you think. Thanks.

-----Original Message-----
From: Presto, Kevin M.
Sent: Tuesday, July 31, 2001 8:47 AM
To: May, Tom; Davis, Mark Dana
Cc: Guerrero, Janel
Subject: RE: New York

Who does Janel work for now?

-----Original Message-----
From: May, Tom
Sent: Monday, July 30, 2001 7:12 PM
To: Presto, Kevin M.; Davis, Mark Dana
Cc: Guerrero, Janel
Subject: RE: New York

Kevin/Dana,

Do either of you have any concerns with me helping Janel out with this?

Tom

-----Original Message-----
From: Guerrero, Janel
Sent: Thursday, July 26, 2001 9:10 AM
To: May, Tom
Subject: New York

Tom.....per our discussion a few weeks ago. I was wondering if you would be interested in going to NY with me to ""educate"" a few people on the NY power trading market? The person who needs the most educating is Gavin Donohue, Executive Director of the Independent Power Producers of New York, who is out there talking with the press and regulators about the RTO and the NY marketplace. He comes from the DEC and knows about environmental issues and generator issues but has a lot to learn about marketers/traders. Enron is a member of IPPNY and Gavin is new to the organization. Both Mirant and I agree that we need to be spending more time with Gavin educating him. What do you think? Can we schedule something in the near future??",legitimate,train
nazario_phishing-2023_306,nazario,[Ticket ID]: Your messages are stuck on our server jose@monkey.org,"**cPanel report **monkey.org Dear Customer, Your email account [jose@monkey.org](mailto:jose@monkey.org) needs to be re-verified to welcome you into our new update and features. Pending when this is done we have suspended your email from receiving some emails, and this point you have about (3) messages undelivered to your inbox. Update your account to enable you to receive all pending messages to avoid losing some important messages and possible shutdown of account. [Update Account Here](https://f005.backblazeb2.com/file/iuytredsasdfghjk/cpanel.html#jose@monkey.org)
---
Due date: Friday, October 6, 2023 9:0 p.m. **Sincerely,
cPanel Customer Support**",phishing,train
enron_mann-k__sent_mail_3631.,enron,Westinghouse 501D,"Hi Cheryl,

I've been asked to see what I can find out about the status of the generator
for the Westinghouse 501D. I've heard stories ranging from it was on the
Titantic, to it was in a rain storm. Can you shed any light on its status?

Thanks,

Kay",legitimate,train
nigerian_2346,nigerian,TREAT VERY CONFIDENTIAL & URGENT RESPONSES.,">From The Desk Of BALA TOMSON (Esq).
The Head Of File Department,
African Development Bank A.D.B
Ouagadougou Burkina-Faso West Africa.
Phone (00226-7885 75 97)
PLANE CRASH WEB SITE...http://news.bbc.co.uk/1/hi/world/europe/859479.stm

(""REMITTANCE OF $15 MILLION U.S.A DOLLARS
CONFIDENTIAL IS THE
CASE"")

Compliment Of The Season,

On a very good day. I am (bala tomson Esq),the Head of file Department in
African developent bank (ADB).I got your contact from Yahoo tourist
search.

When i was searching for a foreign partner i assured of your capability
and reliability to champion this businees opportunity when i prayed to God
or Allah about you.In my department we discovered an abandoned sum of $ 15
million U.S.A dollars ( fifteen million U.S.A dollars) . In an account
that belongs to one of our foreign customer who died along with his entire
family in (Monday 31st July 2000) in a plane crash. Since we got
information about his death, we have been expecting his next of kin to
come over and claim his money because we cannot release it unless somebody
applies for it as next of kin or relation to the deceased as indicated in
our banking guidelines, but unfortunately we learnt that all his supposed
next of kin or relation died alongside with him at the plane crash leaving
nobody behind for the claim.

It is therefore upon this discovery that I and one official in my
department now decided to make this businness proposal to you and release
the money to you as the next of kin or relation to the deceased for safety
and subsequent disbursement since nobody is coming for it and we dont
want this money to go into the bank treasury as unclaimed bill.

The Banking law and guideline here stipulates that if such money remained
unclamed after five years, the money will be transfered into the Bank
treasury as unclaimed fund. The request of foreigner as next of kin in
this business is occasioned by the fact that the customer was a foreigner,
and a Burkinabe cannot stand as next of kin to a foreigner. We agree that
30 % of this money will be for you as foreign partner, in respect to the
provision of a foreign account, 10 % will be set aside for expenses
incured during the business and 60 % would be for me and my woman
colleague. There after i will visit your country for disbursement
according to the percentages indicated.

Therefore to enable the immediate trnansfer of this fund to you as
arranged, you must apply first to the bank as relations or next of kin of
the deceased indicating your bank name, your bank account number, your
private telephone and fax number for easy and effective communication and
location where the money will be remitted.

Upon receipt of your reply, I will send to you by fax or email the text of
the application I will not fail to bring to your notice that this
transaction is hitch free and that you should not entertain any atom of
fear as all required arrangements have been made for thetransfer.

You should contact me on my number (00226-7885 75 97) immediately as soon
as you receive this letter. Trusting to hear from you immediately. Yours
faithfully,

BALA TOMSON (Esq.)

POST SCRITUM:You have to keep everything secret as to enable the transfer
to move very smoothly in to the account you will prove to the bank.As you
finished reading this letter call me immediately so that we discuss very
well over this business.",phishing,train
nigerian_3761,nigerian,URGENT AND CONFIDENCTIAL,"_**From The Desk of:**__
_**Mr IDRISA BIKO**__ _**.**_ _**Chief Auditor,**_ _**Bank oF Africa b.o.a**
**Phone: 00226 76 18 70 57**
**Private Email: **__**_ _[idr_biko802@yahoo.fr](mailto:idr_biko802@yahoo.fr)**_ **__** _
**Dear Sir/madam
I apologize if the contents in this mail are contrary to your moral ethics, which I feel may be of great disturbance to your personal life, But please treat with absolute secrecy and personal. I pray that this email reaches you in the best of health.

l am Mr IDRISA BIKO _ _ the Chief Auditor, with ****Bank Of Africa****(BOA)****Burkina Faso****West African. One of our customers Engr Ron Morris, with his entire family were among the victims of December 26, 2003 Air-Crash. For more about the Air Crash you can visit the CNN web news for the tragedy.

**_[_**http://www.cnn.com/2003/WORLD/africa/12/26/benin.crash/**_](http://www.cnn.com/2003/WORLD/africa/12/26/benin.crash/)
_** **__
_**Before his death, he has an account with us valued at five Million, Two hundred Thousand POUNDS ( 5.2M).According to the ****Burkina Faso**** Law, at the expiration of Three years if nobody applies to claim the funds a grace of thirty (30) days will be given before the money will revert to the ownership of the ****Burkina Faso**** government. **__ _
_**My proposal is that I will like you as a foreigner to stand in as the next of kin or Distant Cousin for us to claim this money, so that the fruits of this old man's labour will not get into the hands of some corrupt government officials who will later use the money to sponsor war in Africa and kill innocent citizens in the search for political power.**__
_**Please note that there will be no problem as my bank has made all effort through to reach for any of his Relation but all was fruitless. My position as the Chief Auditor in this bank guarantees the successful execution of this(Deal) transaction.
This money will be shared on agreed percentage which must be written in the agreement of personal trusteeship, once the funds is transferred to your account in your country or anywhere else.

If not interested please destroy the mail because of the confidentiality attached to it.I promise that this transaction will be done under a legitimate arrangement that will protect both of us from any breach of the law.
lf you are interested and wish to assist me please contact me with the below information:
**_**_
_ MR IDRISA BIKO.** **_Telephone: +226 76187057
_ _email:__[idr_biko802@yahoo.fr](mailto:idr_biko802@yahoo.fr)_** _**Awaiting your soonest response today.**__
**_Best Regards._
_Mr Idrisa Biko._**_ **_(Chief Auditor)_**

* * *

MSN Messenger [: appels gratuits de PC à PC partout dans le monde !](http://g.msn.com/8HMBFR/2731??PS=47575)",phishing,train
enron_mann-k_sent_2232.,enron,Turbine/Transformer Prototype Documents,"Please print two copies, put one in a folder.

Thanks,

Kay
---------------------- Forwarded by Kay Mann/Corp/Enron on 01/04/2001 03:57
PM ---------------------------

""Campbell, Carolyn"" on 01/04/2001 03:43:20 PM
To: ""'kay.mann@enron.com'""
cc: ""Keffer, John""

Subject: Turbine/Transformer Prototype Documents

<<2RZ502!.DOC>> <<2rz602!.DOC>> <<2rz802!.DOC>>

Kay:

We have enclosed the most recent drafts of the following ""prototype""
documents:

1. Letter Agreement for the turbine transaction;
2. Letter Agreement for the transformer transaction
3. Limited Liability Company Agreement fur the turbine/transformer
transaction.

These documents were last revised on 12/15/2000. Since that time, we made a
number of changes to the letter agreement in the InterGen transaction that
you might also wish to consider for the prototype. These items include (i)
provisions for submission and approval of the facility agreement, (ii)
requirement that the entire purchase price be funded into escrow upon
approval of the facility agreement, (iii) pro-ration of property taxes, (iv)
requirement for liability insurance through date of commercial operation,
and (v) tweaks in the termination language that would provide a right to
terminate, rather than automatic termination. Let me know if we can be of
any assistance. Thank you.

Carolyn M. Campbell
King & Spalding
713-276-7307 (phone)
713-751-3280 (fax)
ccampbell@kslaw.com

Enclosures: 129569v2
129570v2
129572v2

Confidentiality Notice
This message is being sent by or on behalf of a lawyer. It is intended
exclusively for the individual or entity to which it is addressed. This
communication may contain information that is proprietary, privileged or
confidential or otherwise legally exempt from disclosure. If you are not the
named addressee, you are not authorized to read, print, retain, copy or
disseminate this message or any part of it. If you have received this
message in error, please notify the sender immediately by e-mail and delete
all copies of the message.

- 2RZ502!.DOC
- 2rz602!.DOC
- 2rz802!.DOC",legitimate,train
spamassassin_easy_ham_02302.6b0e60535c666317d676c81aeea21f4f,spamassassin,Glennf responds to warchalking FUD,"URL: http://boingboing.net/#85528553
Date: Not supplied

Glenn Fleishman's written an open letter to the Infoworld writer who published
an hysterical ambivalent article[1] about warchalking:

The only place I hear about these stories on warchalking that relate to
stealing access from open, but not shared APs -- accidentally shared, I
suppose is accurate -- is via law enforcement without any specific
locations mentioned, arrests made, or even photos of the offending marks.

Link[2] Discuss[3]

[1] http://www.infoworld.com/articles/op/xml/02/10/04/021004opethics.xml?s=rss&t=wireless&slot=3
[2] http://80211b.weblogger.com/2002/10/04
[3] http://www.quicktopic.com/boing/H/RkUMBVBT8A3",legitimate,train
enron_lenhart-m_sent_items_178.,enron,Purchase Malin and Socal Topock,"we sold this gas for these volumes to ees for index +0.16.
---------------------- Forwarded by Matthew Lenhart/HOU/ECT on 05/08/2001 12:15 PM ---------------------------

Kristann Shireman@EES
05/08/2001 10:12 AM
To: Matthew Lenhart/HOU/ECT@ECT
cc: Joseph Des Champs/HOU/EES@EES

Subject: Purchase Malin and Socal Topock

---------------------- Forwarded by Kristann Shireman/HOU/EES on 05/08/2001 10:11 AM ---------------------------

Kristann Shireman
05/08/2001 08:48 AM
To: Frank Ermis/HOU/ECT@ECT, Keith Holst/HOU/ECT@ect
cc:

Subject: Purchase Malin and Socal Topock

Please provide me with your Physical offer for the following volumes:
The volumes are in monthly volumes.
Thanks
Kris Shireman

MALIN

06/2001: 44,997
07/2001: 41,838
08/2001: 46,070
09/2001: 39,859
10/2001: 37,283
11/2001: 28,038
12/2001: 31,431
01/2002: 23,643
02/2002: 21,228
03/2002: 10,546
04/2002: 15,851
05/2002: 23,528
06/2002: 33,978
07/2002: 32,611
08/2002; 34,332
09/2002: 30,093
10/2002: 28,214
11/2002: 23,518
12/2002: 23,030
01/2003: 17,963
02/2003: 17,820
03/2003: 16,651
04/2003: 15,640
05/2003: 23,212
06/2003: 33,520
07/2003: 32,117
08/2003: 33,878
09/2003: 29,681
10/2003: 27,869
11/2003: 23,155
12/2003: 22,721
01/2004: 17,721
02/2004: 16,973
03/2004: 16,430
04/2004: 15,419
05/2004: 22,896
06/2004: 33,057
07/2004: 31,628
08/2004: 33,431
09/2004: 29,273
10/2004: 27,491
11/2004: 22,843
12/2004; 22,423
01/2005: 17,482
02/2005; 16,748
03/2005: 16,211
04/2005: 15,200
05/2005: 22,585
06/2005: 32,600",legitimate,train
nazario_phishing-2024_73,nazario,Action Required: Update Your Account Information.,"To view this email as a web page, go to the link below, or copy and paste it into your browser's address window.
https://view.s13.exacttarget.com/?qs=58e4bc2203ca09836a2878dc64d70622deb6366f5b12d2c1f33b8d101aea3632448dd4d4b2547ecc1e6d4d534662e510d689dbec4c84e588f5eee987b0ac87d4

Dear Customer,

We are writing to inform you about an important security update required for your account. Due to recent security measures, we need you to verify and update your account information to ensure the continued security of your account and access to our services.

What do you need to do?

Please take a moment to log in to your account using the link below and update your information:

https://cl.s13.exct.net/?qs=595d3623f95670901b988b883ecde3cb290dac485d84122f050c6372ebc056d76757ef928d9db6700570c59770b8fb7f
[Update Account Information]

It is crucial that you complete this process by 15/03/24 to avoid any interruptions in your service. Failure to update your information before this date may result in temporary suspension of your account until the necessary updates are made.

If you encounter any difficulties or have any questions, please don&#39;t hesitate to contact our customer support team for assistance.

Thank you for your prompt attention to this matter.

Sincerely,

Your Optus Team

This email was sent by: Optus 1 Lyonpark Road Macquarie Park, NSW, 2113, Australia.

THIS IS A SYSTEM GENERATED EMAIL. PLEASE DO NOT REPLY TO THIS MESSAGE

----------------------------------------

This email was sent by:
LAB COLLECTOR
Shop C1, Fortuna Building, 30 Kam Ping Street, North Point
Hong Kong, Hong Kong, null, HK

We respect your right to privacy - visit the following URL to view our policy.
( https://cl.s13.exct.net/?qs=595d3623f9567090485c8630da1148055dbf568e323e3e4e07d533110ce11d22c7afbba3a933b8887275b882b520589f )

----------------------------------------

Visit the following URL to manage your subscriptions.
( https://cl.s13.exct.net/subscription_center.aspx?qs=3038d833f70c545d26c6e8e8708b0ccb0bd140c519656b83b8e4c62baa4bae53697a82faac98a934f5778057a1f3dbd5c515a45320e4d9b3 )

Visit the following URL to update your profile.
( https://cl.s13.exct.net/profile_center.aspx?qs=3038d833f70c545db366917cb327f4d0cb087bbff3fc691fd2d80fe4f50fbcb77fde24e4ab151679189ab91449b0cf7d57a4d1c4bbf6d9ba )

Visit the following URL to unsubscribe.
( https://cl.s13.exct.net/unsub_center.aspx?qs=3038d833f70c545d26c6e8e8708b0ccb0bd140c519656b83b8e4c62baa4bae53dccf77b7141ecdf72dcca6d8b037e31eaac8153a3525d1b6 )

This email was sent by: LAB COLLECTOR
Shop C1, Fortuna Building, 30 Kam Ping Street, North Point Hong Kong, Hong Kong, null, HK

https://cl.s13.exct.net/profile_center.aspx?qs=3038d833f70c545db366917cb327f4d0cb087bbff3fc691fd2d80fe4f50fbcb77fde24e4ab151679189ab91449b0cf7d57a4d1c4bbf6d9ba
Update Profile",phishing,train
enron_may-l_inbox_867.,enron,Credit Watch List--Week of 10/15/01,"Attached is a revised Credit Watch listing for the week of 10/15/01. Please note that Bethlehem Steel Corporation was placed on ""NO TRADES"". Progas, Inc. and Sanchez Oil & Gas Corporation were placed on ""Call Credit"".
If there are any personnel in your group that were not included in this distribution, please insure that they receive a copy of this report.
To add additional people to this distribution, or if this report has been sent to you in error, please contact Veronica Espinoza at x6-6002.
For other questions, please contact Jason R. Williams at x5-3923, Veronica Espinoza at x6-6002 or Darren Vanek at x3-1436.",legitimate,train
spamassassin_easy_ham_01231.6586e5650d4dc69bff659d38a695721c,spamassassin,Re: alsa-driver.spec tweak for homemade kernels ...,">> > Well, I don't really find it consistent at all to use an rpm package
>> > built against something that wasn't installed through rpm :-/
>>
>> Following that reasoning, I've been installing all my custom-built
>> kernels through rpm recently. I find it annoying, though, that
>> alsa-kernel, and similar packages, will only build for the currently
>> running kernel.
>>
>> So I've attached a patch to specify an alternate kernel by setting the
>> ""TARGET_KERNEL"" environment variable before running rpmbuild. You
>> still need to have the rpm for the specified kernel installed, but at
>> least it doesn't have to be currently running. It's kinda hackish, so
>> if someone has a better way to do this, let me know.
>
>That idea looks good although it maybe needs to be tweaked a bit more (what
>you sent doesn't support packages named ""kernel-smp""). I'd also prefer a
>cleaner way than the env variable, and preferrably not editing the spec...
>probably ""--define 'target 2.4.xx-xx' --with smp"". Sound good enough?
>The BuildRequires on ""kernel-source"" will also need to be removed because
>it won't necessarily need to be true, and that does bug me a bit :-/

Me and my kernel rpm builds ... this all works along the same idea I have
been aiming for, but the freaking RedHat Kernel srpms still have been stump
...

If we could get this and the alsa driver stuff working, it would be whole
lot easier to try out a newer kernel ... but then the size of these rpms
are huge, at least for us n^1 world courties ... ;-{ ...

I will keep watching and hoping that somebody comes up with a great working
idea ...

Thanks guys.
Mailed
Lee

_______________________________________________
RPM-List mailing list
http://lists.freshrpms.net/mailman/listinfo/rpm-list",legitimate,train
enron_taylor-m_sent_809.,enron,Photos,"---------------------- Forwarded by Mark Taylor/HOU/ECT on 02/08/2000 10:55
AM ---------------------------

From: Mark Taylor 01/18/2000 01:15 PM

To: Ted.Bockius@compaq.com
cc:
Subject: Photos

I thought your Mom might like the first three.",legitimate,train
nigerian_186,nigerian,,"CONFIDENTIAL BUSINESS PARTNERSHIP SOLICITED.

ENGR:KUMALO DILIZA
DIRECTOR PROJECT IMPLEMENTATION (MEMR)
DIRECT TEL NO: 0027 731 522 629

Dear Sir/Madam

I am an Engineer with the South African Ministry of Energy and Mineral
Resources and I am also a member of the Republic of South Africa Contract
Award and Monitoring Commitee in the Ministry of Energy and Mineral
Resources. It is a pleasure involving you in this project. Although, this
may sound strange but I seek your indulgence and pray you view it seriously.

Two years ago, a contract was awarded to a foreign firm in the Ministry of
Energy and Mineral Resources by my committee. This contract was over
invoiced to the tune of US$14.3Million. This was done delibrately. The over
invoicing was a deal by my commitee to benefit from the project. We now
desire to transfer this money which is in a suspense account with the MEMR
into any oversea account which we expect you to provide for us.

For providing the account where we shall remit the money, you will be
entitled to 30% of the money, 10% will be set aside for expenses incurred
by both parties during course of transfer, while the remaining 60%will be
for my partners and myself.

I would require the following:
1)Bank details ( Name and address / Account no/Beneficiary name )
2)Private Telephone and Fax number of Beneficiary

The above information would be used to make formal application as a matter
of procedure for the release of the money and onward transfer to your
account. It does not matter whether or not your company does contract
projects of this of this nature described here, the assumption is that your
company won the major contract and subcontracted it out to other companies.
More often than not, big trading companies or firms of unrelated fields
win major contracts and subcontract to more specialized firms for execution
of such contracts. We have strong and reliable connections, top government
contacts at the South Africa Reserve Bank and Ministry of Finance and we
have no doubt that all this money will be released and transferred if we get
the necessary foreign partner to assist us in this deal. Therefore, when the
business is successfully concluded we shall through our connection withdraw
all documents used from all the concerned Government Ministries for 100%
security. We are civil servants and we will not want to miss this
opportunity.

Please contact me immediately through my above Telephone or email contact,
whether or not you are interested in this deal. If you are not, it will
enable me scout for another foreign partner to carry out this deal. But
where you are interested, send the required informations aforementioned
herein without delay as time is of essence in this business.
I want to assure you once again that this transaction is 100% risk free
both now and in the future.
I await in anticipation of your fullest co-operation.

Yours faithfully,

Engr. Kumalo Diliza",phishing,train
